route,current_purpose,previous_parent,current_inventory,overlap_evidence,audit_recommendation,final_action,final_parent,final_inventory,final_indexability,final_sitemap_status,canonical_behavior,internal_link_changes,content_treatment,rationale
/coloring-pages/planes,"Passenger aircraft, propeller planes, jets, and imaginative flying machines appear on runways or in flight.",hub_vehicles,92,,retain and index,retain and index,/coloring-pages/vehicles,92,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plants,"Flowers, trees, mushrooms, potted plants, garden growth, and leafy arrangements form the broad plant collection.",hub_coloring_pages,586,,retain and index,retain and index,/coloring-pages,586,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier A; reviewed,weak filename/title evidence: 21.8% of members contain a route-subject token
/coloring-pages/playing-cards,"Card suits, face cards, decks, hands, and game-table compositions make up this playing-card collection.",hub_coloring_pages,12,,retain and index,retain and index,/coloring-pages,12,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-animals,"Animals are rendered as stuffed toys with stitched details, rounded bodies, and soft character shapes.",hub_animals,105,,retain and index,retain and index,/coloring-pages/animals,105,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-cats,"Cat and kitten subjects use stuffed-toy proportions, seams, patches, and rounded plush forms.",hub_animals,21,,retain and index,retain and index,/coloring-pages/animals,21,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-dogs,Dog breeds and puppies appear as stitched toys with soft shapes and simplified features.,hub_animals,12,,retain and index,retain and index,/coloring-pages/animals,12,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-dragons,"Dragon features are translated into stuffed-toy forms with small wings, horns, seams, and rounded bodies.",hub_fantasy_creatures,75,,retain and index,retain and index,/coloring-pages/fantasy-creatures,75,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-triceratops,"Triceratops designs use toy-like bodies, stitched details, compact frills, and rounded horns.",hub_dinosaurs,13,,retain and index,retain and index,/coloring-pages/dinosaurs,13,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-unicorns,"Unicorns appear as stitched toys with rounded hooves, small horns, soft manes, and compact bodies.",hub_fantasy,14,,retain and index,retain and index,/coloring-pages/fantasy,14,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushie-whales,"Whales use stuffed-toy shapes, stitched fins, rounded bodies, and simple facial details.",hub_sea_life,27,,retain and index,retain and index,/coloring-pages/sea-life,27,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plushies,"Stuffed-toy animals, creatures, characters, food, and objects share visible seams and rounded plush forms.",hub_coloring_pages,1704,,retain and index,retain and index,/coloring-pages,1704,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier A; reviewed,weak filename/title evidence: 9.3% of members contain a route-subject token
/coloring-pages/prehistoric-animals,"Dinosaurs, mammoths, saber-toothed tigers, megalodon, dodos, and other extinct animals share this broader prehistoric collection.",hub_animals,220,Adds 31 non-dinosaur extinct-animal records beyond Dinosaurs.,retain and index,retain and index,/coloring-pages/animals,220,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier A; reviewed,"The broader hub adds 31 extinct-animal records, including mammoths and saber-toothed tigers."
/coloring-pages/pumpkins,"Pumpkins appear as harvest produce, carved lanterns, decorated characters, and autumn or Halloween arrangements.",hub_halloween,23,,retain and index,retain and index,/coloring-pages/halloween,23,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 21.7% of members contain a route-subject token
/coloring-pages/rabbits,"Rabbits and bunnies appear sitting, hopping, in family groups, and among garden or woodland settings.",hub_animals,22,,retain and index,retain and index,/coloring-pages/animals,22,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 13.6% of members contain a route-subject token
/coloring-pages/reindeer,"Reindeer appear with antlers, sleighs, Santa, gifts, and snowy Christmas settings.",hub_christmas,15,,retain and index,retain and index,/coloring-pages/christmas,15,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/reptiles,"Snakes, lizards, turtles, and other scaled animals appear in portraits and habitat scenes.",hub_animals,156,,retain and index,retain and index,/coloring-pages/animals,156,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 62.8% of members contain a route-subject token
/coloring-pages/robots,"Nine distinct robots include mechanical characters, futuristic pets, cyberpunk forms, and toy-like machines.",hub_fantasy,9,Nine records; all have direct robot subject evidence.,retain and index,retain and index,/coloring-pages/fantasy,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,All nine records have direct robot subject evidence.
/coloring-pages/roses,"Nine rose designs include blossoms, arrangements, decorative forms, an origami rose, and a ginger-rose interpretation.",hub_flowers,9,"Nine records; all have direct rose subject evidence, including stylized forms.",retain and index,retain and index,/coloring-pages/flowers,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,"All nine records have direct rose subject evidence, including stylized and origami forms."
/coloring-pages/santa,"The Santa set shows gift-carrying, waving, sleigh-side, and festive portrait designs.",hub_christmas,10,,retain and index,retain and index,/coloring-pages/christmas,10,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/sea-life,"Whales, sharks, dolphins, fish, octopuses, crabs, turtles, and other marine animals fill this ocean-life hub.",hub_animals,236,,retain and index,retain and index,/coloring-pages/animals,236,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier A; reviewed,direct filename/title evidence: 61.9% of members contain a route-subject token
/coloring-pages/sharks,"Sharks appear swimming, hunting, in close body views, and among reefs or open-water scenes.",hub_sea_life,19,,retain and index,retain and index,/coloring-pages/sea-life,19,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 0.0% of members contain a route-subject token
/coloring-pages/sheep,"Sheep and lambs appear in pasture, farm, flock, portrait, and friendly character designs.",hub_animals,14,,retain and index,retain and index,/coloring-pages/animals,14,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/sloths,"Sloths appear hanging, climbing, resting in trees, and in patterned or character-like portraits.",hub_animals,28,,retain and index,retain and index,/coloring-pages/animals,28,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 7.1% of members contain a route-subject token
/coloring-pages/snakes,"Snakes appear coiled, moving through habitats, in close scale studies, and in patterned designs.",hub_reptiles,18,,retain and index,retain and index,/coloring-pages/reptiles,18,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 11.1% of members contain a route-subject token
/coloring-pages/spiders,"Spiders appear on webs, in close body views, in nature scenes, and in seasonal compositions.",hub_insects,28,,retain and index,retain and index,/coloring-pages/insects,28,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 3.6% of members contain a route-subject token
/coloring-pages/st-patricks-day,"Shamrocks, leprechauns, rainbows, pots of gold, Celtic patterns, and festive scenes define this holiday set.",hub_holidays,20,,retain and index,retain and index,/coloring-pages/holidays,20,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/stegosaurus,"Stegosaurus designs emphasize back plates and tail spikes in standing, walking, and prehistoric scenes.",hub_dinosaurs,17,,retain and index,retain and index,/coloring-pages/dinosaurs,17,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/sushi,"Sushi rolls, nigiri, platters, ingredients, and character-styled pieces form this cuisine-specific hub.",hub_food,161,,retain and index,retain and index,/coloring-pages/food,161,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/t-rex,"T-Rex designs show large-headed predators in roaring, walking, hunting, and scenic prehistoric poses.",hub_dinosaurs,18,,retain and index,retain and index,/coloring-pages/dinosaurs,18,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/tigers,"Tigers appear in striped portraits, walking or resting poses, family groups, and forest settings.",hub_animals,43,,retain and index,retain and index,/coloring-pages/animals,43,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 4.7% of members contain a route-subject token
/coloring-pages/trains,"Steam engines, modern trains, carriages, stations, tracks, and scenic rail journeys fill this vehicle hub.",hub_vehicles,102,,retain and index,retain and index,/coloring-pages/vehicles,102,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 97.1% of members contain a route-subject token
/coloring-pages/trees,"Trees appear as individual forms, forests, seasonal canopies, roots, branches, and decorative silhouettes.",hub_plants,38,,retain and index,retain and index,/coloring-pages/plants,38,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 2.6% of members contain a route-subject token
/coloring-pages/triceratops,"Triceratops designs emphasize three horns and broad frills in portraits, herds, and prehistoric scenes.",hub_dinosaurs,22,,retain and index,retain and index,/coloring-pages/dinosaurs,22,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/turtles,"Land and sea turtles appear swimming, walking, hatching, and in close shell-pattern views.",hub_reptiles,44,,retain and index,retain and index,/coloring-pages/reptiles,44,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 4.5% of members contain a route-subject token
/coloring-pages/unicorns,"Unicorns appear in portraits, running poses, magical landscapes, and decorative mane-and-horn designs.",hub_fantasy_creatures,38,,retain and index,retain and index,/coloring-pages/fantasy-creatures,38,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 5.3% of members contain a route-subject token
/coloring-pages/vehicles,"Cars, trains, planes, trucks, boats, and other machines for land, rail, air, and water form this transport collection.",hub_coloring_pages,373,,retain and index,retain and index,/coloring-pages,373,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier A; reviewed,weak filename/title evidence: 0.0% of members contain a route-subject token
/coloring-pages/velociraptors,"Velociraptors appear running, hunting, in close portraits, and within group or landscape scenes.",hub_dinosaurs,22,,retain and index,retain and index,/coloring-pages/dinosaurs,22,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 4.5% of members contain a route-subject token
/coloring-pages/whales,"Whales appear surfacing, breaching, swimming in groups, and moving through open-ocean scenes.",hub_sea_life,40,,retain and index,retain and index,/coloring-pages/sea-life,40,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 2.5% of members contain a route-subject token
/coloring-pages/witches,"Witches appear with hats, brooms, cauldrons, cats, spell books, and Halloween or fantasy settings.",hub_halloween,32,,retain and index,retain and index,/coloring-pages/halloween,32,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 6.3% of members contain a route-subject token
/coloring-pages/wizards,"Wizards appear with staffs, spell books, robes, magical effects, and fantasy landscapes.",hub_fantasy,30,,retain and index,retain and index,/coloring-pages/fantasy,30,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 0.0% of members contain a route-subject token
/coloring-pages/wolves,"Wolves appear alone, in packs, howling, moving through forests, and in close patterned portraits.",hub_animals,45,,retain and index,retain and index,/coloring-pages/animals,45,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 4.4% of members contain a route-subject token
/coloring-pages/world-landmarks,"Recognizable monuments, towers, temples, bridges, and natural landmarks are shown as place-specific scenes.",hub_buildings,47,,retain and index,retain and index,/coloring-pages/buildings,47,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/wyverns,"Two-legged winged wyverns appear in flight, perched, in battle poses, and in fantasy landscapes.",hub_fantasy,15,,retain and index,retain and index,/coloring-pages/fantasy,15,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 0.0% of members contain a route-subject token
/coloring-pages/zebras,"Zebras appear in striped portraits, walking or running poses, herds, and savanna settings.",hub_animals,19,,retain and index,retain and index,/coloring-pages/animals,19,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,weak filename/title evidence: 5.3% of members contain a route-subject token
/coloring-pages/dodo,"The dodo set shows the extinct bird standing, walking, in profile, and in island-like settings.",hub_animals,11,,retain and index,retain and index,/coloring-pages/animals,11,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/bamboo,"Seven bamboo designs show stalk clusters, leaves, potted arrangements, and panda-associated scenes.",hub_indoor_plants,7,,retain and index,retain and index,/coloring-pages/indoor-plants,7,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/steam-train,"Steam locomotives appear with smoke, carriages, tracks, stations, and historic-looking rail scenes.",hub_trains,15,,retain and index,retain and index,/coloring-pages/trains,15,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/birthday-celebration,This route repeats the celebration subset already contained in the broader Birthday collection.,hub_birthday,190,190/211 contained in Birthday; zero unique records.,retain publicly but noindex,retain public URL without indexation; consolidate discovery into hub_birthday,/coloring-pages/birthday,190,"noindex,follow",excluded,self-referencing canonical,removed from promotional and related navigation,tier D; consolidated,"All 190 records already belong to Birthday; the variant contributes no unique printable and remains available as a crawlable, self-canonical public URL."
/coloring-pages/christmas-plushie,"Stuffed-toy characters and animals appear with Christmas clothing, gifts, trees, and festive stitched details.",hub_christmas,183,,retain and index,retain and index,/coloring-pages/christmas,183,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/halloween-costume,"Costumed characters appear as witches, monsters, animals, and other dressed-up Halloween figures.",hub_halloween,161,,retain and index,retain and index,/coloring-pages/halloween,161,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/summoning,"Magic circles, invoked creatures, spellcasters, symbols, and dramatic ritual scenes define this fantasy theme.",hub_fantasy,336,,retain and index,retain and index,/coloring-pages/fantasy,336,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/terrier,"Terrier breeds appear in portraits, alert standing poses, playful scenes, and stylized character treatments.",hub_dogs,29,,retain and index,retain and index,/coloring-pages/dogs,29,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/woolly-mammoth,This singular route repeats the woolly-mammoth subset already contained in Mammoths.,hub_dinosaurs,19,19/20 contained in Mammoths; zero unique records.,retain publicly but noindex,retain public URL without indexation; consolidate discovery into hub_mammoths,/coloring-pages/dinosaurs,19,"noindex,follow",excluded,self-referencing canonical,removed from promotional and related navigation,tier D; consolidated,"All 19 records already belong to Mammoths; the singular variant contributes no unique printable and remains available as a crawlable, self-canonical public URL."
/coloring-pages/saber-toothed-tiger,"Saber-toothed tigers appear with long canine teeth in stalking, resting, and prehistoric landscape scenes.",hub_dinosaurs,13,,retain and index,retain and index,/coloring-pages/dinosaurs,13,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/magic,"Spells, enchanted objects, glowing symbols, magical creatures, and spellcaster scenes form this theme collection.",hub_fantasy,35,,retain and index,retain and index,/coloring-pages/fantasy,35,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/ankylosaurus,The Ankylosaurus set emphasizes armored backs and clubbed tails in standing and walking scenes.,hub_dinosaurs,11,,retain and index,retain and index,/coloring-pages/dinosaurs,11,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/trick-or-treat,"Costumed visitors, candy containers, decorated doors, pumpkins, and neighborhood scenes represent trick-or-treating.",hub_halloween,11,,retain and index,retain and index,/coloring-pages/halloween,11,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/lily,"Lilies appear as single blossoms, bouquets, garden stems, and decorative floral arrangements.",hub_flowers,14,,retain and index,retain and index,/coloring-pages/flowers,14,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/forget-me-not,"Six forget-me-not designs show small clustered blossoms in stems, bouquets, and floral arrangements.",hub_flowers,6,,retain and index,retain and index,/coloring-pages/flowers,6,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/mosasaurus,"The Mosasaurus set shows the marine reptile swimming, hunting, and moving through prehistoric seas.",hub_dinosaurs,9,,retain and index,retain and index,/coloring-pages/dinosaurs,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/plesiosaurus,"Nine Plesiosaurus designs emphasize long necks, flippers, and movement through prehistoric water.",hub_dinosaurs,9,,retain and index,retain and index,/coloring-pages/dinosaurs,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/pterodactyl,"Pterodactyl-labeled designs show winged prehistoric reptiles in flight, perched, and over ancient landscapes.",hub_dinosaurs,9,,retain and index,retain and index,/coloring-pages/dinosaurs,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/iguanodon,"Eight Iguanodon designs show beaked herbivores standing, walking, feeding, and moving in groups.",hub_dinosaurs,8,,retain and index,retain and index,/coloring-pages/dinosaurs,8,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/bulldog,Eight bulldog designs emphasize broad faces and stocky bodies in portraits and friendly poses.,hub_dogs,8,,retain and index,retain and index,/coloring-pages/dogs,8,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/collie,"Eight collie designs show long-coated dogs in portraits, standing poses, and outdoor scenes.",hub_dogs,8,,retain and index,retain and index,/coloring-pages/dogs,8,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/cookie,"Cookies appear as individual treats, decorated shapes, stacked assortments, and baking scenes.",hub_bakery,17,,retain and index,retain and index,/coloring-pages/bakery,17,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/daisy,"Ten daisy designs show open-petaled flowers in single stems, clusters, bouquets, and garden scenes.",hub_flowers,10,,retain and index,retain and index,/coloring-pages/flowers,10,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/pteranodon,"Six Pteranodon designs show crested flying reptiles gliding, landing, and crossing prehistoric skies.",hub_dinosaurs,6,,retain and index,retain and index,/coloring-pages/dinosaurs,6,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/nigiri,"Nigiri pieces feature rice and fish toppings in individual views, assortments, and sushi platters.",hub_sushi,16,,retain and index,retain and index,/coloring-pages/sushi,16,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier B; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/orchid,"Nine orchid designs show distinctive blossoms on stems, in pots, and in decorative arrangements.",hub_flowers,9,,retain and index,retain and index,/coloring-pages/flowers,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/poppy,"Seven poppy designs show open blooms, buds, fields, and simple floral arrangements.",hub_flowers,7,,retain and index,retain and index,/coloring-pages/flowers,7,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/lotus,"Six lotus designs show layered blossoms, leaves, water settings, and symmetrical floral views.",hub_flowers,6,,retain and index,retain and index,/coloring-pages/flowers,6,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/palm,"Six palm designs show fronds, potted plants, trunks, and tropical-looking arrangements.",hub_indoor_plants,6,,retain and index,retain and index,/coloring-pages/indoor-plants,6,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/leprechaun,"Nine leprechaun designs include hats, shamrocks, pots of gold, dancing, and rainbow scenes.",hub_holidays,9,,retain and index,retain and index,/coloring-pages/holidays,9,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/salmon,"Eleven salmon designs include swimming fish, close body views, nigiri toppings, and plated sushi pieces.",hub_sushi,11,,retain and index,retain and index,/coloring-pages/sushi,11,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
/coloring-pages/gingerbread,"Ten gingerbread designs include decorated figures, houses, cookies, icing details, and holiday arrangements.",hub_bakery,10,,retain and index,retain and index,/coloring-pages/bakery,10,index,included,self-referencing canonical,"eligible through corrected parent, child, and explicit related relationships",tier C; reviewed,direct filename/title evidence: 100.0% of members contain a route-subject token
